date,location,meal,place,item,portion_size,nutrition_info
11/19/2024,Busch Dining Hall,Lunch,BREADS,GREEN SEEDLESS GRAPES,1 BUNCH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120011*1
11/19/2024,Busch Dining Hall,Lunch,BREADS,RED DELICIOUS APPLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120022*1
11/19/2024,Busch Dining Hall,Lunch,BREADS,RED GRAPEFRUIT,1 HALF,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120013*1
11/19/2024,Busch Dining Hall,Lunch,BREADS,RED SEEDLESS  GRAPES,1 BUNCH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120004*1
11/19/2024,Busch Dining Hall,Lunch,BREADS,WATERMELON,1 WEDGE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120000*1
11/19/2024,Busch Dining Hall,Lunch,BREADS,WHOLE ORANGES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=120017*1
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,ENGLISH MUFFIN,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=211034*1
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,PANINI BREAD,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=211064*1
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,PITA BREAD,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=211027*1
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,SLICED PUMPERNICKEL BREAD,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=211030*2
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,SLICED RYE BREAD,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150167*2
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,SLICED WHITE BREAD,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150150*1
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,SLICED WHOLE WHEAT BREAD,2 SLICES,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150152*2
11/19/2024,Busch Dining Hall,Lunch,COOK TO ORDER BAR,VARIETY WRAPS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150198*1
11/19/2024,Busch Dining Hall,Lunch,WOK/ MONGOLIAN GRILL,OMELETS COOK TO ORDER,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=061011*6
11/19/2024,Busch Dining Hall,Lunch,PIZZA/ PASTA,PAD THAI BEEF,6 OZ.,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=019827*6
11/19/2024,Busch Dining Hall,Lunch,PIZZA/ PASTA,TANDOORI CHICKEN,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=111178*6
11/19/2024,Busch Dining Hall,Lunch,PIZZA/ PASTA,VEGETABLE FRIED RICE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=163025*4
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,3 CHEESE PENNE,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140008*6
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,ALFREDO SAUCE,3 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=157009*3
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,MARINARA SAUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=157169*4
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,MEATBALL PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=019871*1
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,PASTA STATION,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150365*4
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,PENNE  PASTA,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140149*4
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,PENNE PASTA WW,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140181*4
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,ROUND CHEESE PIZZA LARGE,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150166*1
11/19/2024,Busch Dining Hall,Lunch,VEGETARIAN,ROUND PEPPERONI CHEESE PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150165*1
11/19/2024,Busch Dining Hall,Lunch,SALAD DRESSINGS,CHICKPEA THAI GREEN CURRY,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=143087*4
11/19/2024,Busch Dining Hall,Lunch,SALAD DRESSINGS,GRILLED VEGETABLES,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=705158*4
11/19/2024,Busch Dining Hall,Lunch,SALAD DRESSINGS,"POTATO, PEA & CAULIFLOWER CURRY",6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=143184*6
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,BALSAMIC VINAIGRETTE,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=601077*2
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,BALSAMIC VINEGAR,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150092*1
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,BLUE CHEESE DRESSING,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150058*2
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,GOLDEN ITALIAN DRESSING,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150142*1
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,OLIVE OIL,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150107*1
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,RANCH DRESSING,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150170*1
11/19/2024,Busch Dining Hall,Lunch,LUNCH TO GO,RASPBERRY VINAGRETTE DRESSING,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150826*1
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,COTTAGE CHEESE,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150062*2
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,CRAISINS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150277*1
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,GRANOLA OATS & HONEY,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150274*2
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,PLAIN GREEK CHOBANI YOGURT,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=174004*2
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,PUMPKIN SEEDS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150901*1
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,RAISINS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150276*1
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,STRAWBERRY YOGURT,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=174003*2
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,SUNFLOWER SEEDS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150902*1
11/19/2024,Busch Dining Hall,Dinner,SALAD BAR,VANILLA YOGURT,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=174002*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,ARTICHOKE HEARTS,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140202*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,BABY SPINACH,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130019*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,BROCCOLI BUDS OP,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130120*3
11/19/2024,Busch Dining Hall,Dinner,SOUPS,BROCCOLI FLORETS,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130034*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CAESAR DRESSING,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150145*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CANNED BABY CORN,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130130*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CAULIFLOWER FLORETS,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130222*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CHERRY TOMATOES,4 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=129500*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CHICK PEAS,1/2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130462*1%2f2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CHOPPED ROMAINE LETTUCE,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=135046*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CHOPPED SWEET RED PEPPERS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130237*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CORN KERNELS,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=129502*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CROUTONS,2 TB,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150828*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CRUMBLED FETA CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=300837*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,CUCUMBERS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130080*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,DICED TOFU,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=143152*3
11/19/2024,Busch Dining Hall,Dinner,SOUPS,GHERKIN PICKLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150099*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,HARDBOILED EGGS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=500250*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,ICEBERG LETTUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130084*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,KALAMATA OLIVES,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150266*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,KALAMATA OLIVES,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140191*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,KIDNEY BEANS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130205*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,MARINATED ARTICHOKE HEARTS,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=165063*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,PEPPERONCINI PEPPERS,2 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150192*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,RED ONION,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130154*2
11/19/2024,Busch Dining Hall,Dinner,SOUPS,RIPE SLICED OLIVES,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150188*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,ROMAINE LETTUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=135045*4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SEASONED BLACK BEANS,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=250001*3
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SHREDDED CARROTS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130078*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SHREDDED CHEDDAR  CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=157178*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SHREDDED MOZZARELLA CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150009*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SHREDDED RED CABBAGE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=129501*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SLICED BEETS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130070*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SLICED MUSHROOMS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130127*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,SPRING MIX GREENS,1/4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=580000*1%2f4
11/19/2024,Busch Dining Hall,Dinner,SOUPS,TOMATO WEDGES,3 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130081*3
11/19/2024,Busch Dining Hall,Dinner,SOUPS,WASABI PEAS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150900*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,WHITE CANNELLINI BEAN,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130059*1
11/19/2024,Busch Dining Hall,Dinner,SOUPS,WHOLE BLACK PITTED OLIVES,4 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150096*4
11/19/2024,Busch Dining Hall,Dinner,DELI BAR ENTREE,CREAM OF CHICKEN SOUP,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=020027*6
11/19/2024,Busch Dining Hall,Dinner,DELI BAR ENTREE,SUMMER VEGETABLE SOUP,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=025003*6
11/19/2024,Busch Dining Hall,Dinner,ENTREES,BOILED HAM,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=800102*3
11/19/2024,Busch Dining Hall,Dinner,ENTREES,COOKED SALAMI,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=800104*3
11/19/2024,Busch Dining Hall,Dinner,ENTREES,DELI MEAT,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=800042*3
11/19/2024,Busch Dining Hall,Dinner,ENTREES,GRILLED CHICKEN MONTREAL,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=111319*1
11/19/2024,Busch Dining Hall,Dinner,ENTREES,ICEBERG LETTUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130084*4
11/19/2024,Busch Dining Hall,Dinner,ENTREES,MEDIUM KAISER ROLL,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=218025*1
11/19/2024,Busch Dining Hall,Dinner,ENTREES,RED ONION,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130154*2
11/19/2024,Busch Dining Hall,Dinner,ENTREES,SLICED PROVOLONE CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150057*1
11/19/2024,Busch Dining Hall,Dinner,ENTREES,SLICED SWISS CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150181*1
11/19/2024,Busch Dining Hall,Dinner,ENTREES,SLICED TOMATOES,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130204*2
11/19/2024,Busch Dining Hall,Dinner,ENTREES,TUNA SALAD,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=165046*4
11/19/2024,Busch Dining Hall,Dinner,ENTREES,TURKEY BREAST,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=800103*3
11/19/2024,Busch Dining Hall,Dinner,ENTREES,YELLOW AMERICAN CHEESE,2/3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=150172*2%2f3
11/19/2024,Busch Dining Hall,Dinner,STARCH &  POTATOES,BAKED MACARONI & CHEESE,5 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=140046*5
11/19/2024,Busch Dining Hall,Dinner,STARCH &  POTATOES,CAJUN STYLE BROILED SHRIMP,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=170251*4
11/19/2024,Busch Dining Hall,Dinner,STARCH &  POTATOES,SOUTHERN STYLE BBQ CHICKEN,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=111361*4
11/19/2024,Busch Dining Hall,Dinner,STARCH &  POTATOES,VEGETABLE JAMBALAYA,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f19%2f2024&RecNumAndPort=130535*6
